eventID,sceneID,speakerID,Tej (1),Jimmy (2),Suki (3),Orange Julius (4),Slap Jack (5),Brian O'Conner (6),Monica Fuentes (7),Agent Markham (8),Agent Bilkins (9),Agent Dunn (10),Roman Pearce (11),Korpi (12),Roberto (13),Enrique (14),Carter Verone (15),Darden (16),Detective Whitworth (17)
36,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,3,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
76,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,4,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
110,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
124,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,6,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
130,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,6,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
133,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,6,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,6,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
139,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,6,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,7,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,8,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
158,8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,8,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
161,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,8,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
164,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
165,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,8,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,8,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169,8,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
170,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,9,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,10,15,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
174,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,10,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
177,10,14,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
178,11,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
188,12,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
191,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
193,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,13,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,13,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
198,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,13,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,13,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,13,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,13,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
206,13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
208,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,13,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,13,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
214,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,14,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
219,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
220,14,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,14,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223,14,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,14,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
229,14,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
230,14,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
231,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,14,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237,14,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
238,14,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239,14,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,14,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,14,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,14,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,14,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,14,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,14,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246,14,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
248,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
260,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
261,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265,15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269,15,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
274,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,15,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,15,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,15,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
286,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
290,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
291,15,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,15,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
293,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
295,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
299,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
301,15,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
303,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
304,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,16,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,16,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307,16,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,16,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311,16,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,16,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
315,16,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
317,16,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,16,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
320,16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,16,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
322,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
325,16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326,16,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,16,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
328,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
329,17,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,17,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,17,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,17,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,17,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
334,17,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335,17,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
336,17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
337,17,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338,17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,17,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,17,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
