eventID,sceneID,speakerID,Dominic Toretto (1),Letty (2),Han (3),Leo (4),Santos (5),Cara (6),Juvenal (7),Brian O'Conner (8),Trinh (9),Penning (10),Stasiak (11),Mia (12),Virgil (13),David Park (14),Dwight (15),Gisele (16),Campos (17),Fenix (18),Malik (19),Tash (20)
47,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,5,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,7,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,7,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,9,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
84,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,9,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,9,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
87,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,9,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,9,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
90,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,10,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,10,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,11,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,14,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,14,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,14,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,14,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,14,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,14,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,14,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,14,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,16,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,16,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,16,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,16,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,16,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,18,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,18,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,19,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,19,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,19,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
159,19,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
160,19,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,19,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164,19,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,19,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,19,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,20,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
170,20,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,20,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
172,21,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,21,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174,21,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,21,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,21,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,21,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,22,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,22,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,22,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
182,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
183,22,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,22,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,22,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,23,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
188,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,23,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
191,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,23,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,23,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
198,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,24,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,24,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,24,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,24,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,24,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,24,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,24,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,24,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,24,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,24,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,25,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
218,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,25,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,25,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
231,25,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,25,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,25,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
239,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,25,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,25,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,25,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
249,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,27,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257,27,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,27,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259,27,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,27,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
261,27,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,28,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263,28,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
264,28,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
265,28,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,28,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,28,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
268,28,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269,28,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
270,28,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,28,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
272,29,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,29,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,29,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,30,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
279,30,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
280,30,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,30,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
282,30,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
283,30,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
284,30,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
285,31,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
