eventID,sceneID,speakerID,Cindy (1),Sean Boswell (2),Clay (3),Ms. Boswell (4),Major Boswell (5),Twinkie (6),Neela (7),Reiko (8),Earl (9),D.K. (10),Han (11),Morimoto (12),Uncle Kamata (13),Dominic Toretto (14)
91,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,9,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,9,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,14,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,14,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,14,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,16,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,16,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,16,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
158,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,17,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,17,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,17,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
170,17,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,17,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
181,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,19,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,19,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,19,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,19,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
198,19,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,22,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,22,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
211,22,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,22,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,22,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,22,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,23,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229,23,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
230,23,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,23,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232,23,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,23,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,23,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
245,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,23,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,24,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,24,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,25,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,25,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,25,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,25,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,25,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,25,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,25,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,26,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
260,27,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
262,27,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263,27,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265,28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268,28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
270,28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,29,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
272,29,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
273,29,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,29,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,29,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,29,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,29,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,29,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,29,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,30,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
282,30,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
285,30,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
286,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,30,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
289,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
295,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
299,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
303,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
304,33,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
305,33,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306,33,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,33,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308,33,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
309,33,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,33,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,34,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,34,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,34,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
314,34,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
315,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,34,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317,34,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319,34,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320,34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,34,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,34,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
328,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
334,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
336,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,35,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,36,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
345,36,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
346,36,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,36,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,36,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351,36,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
352,36,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
354,36,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,36,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358,36,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
359,37,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
360,37,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0
361,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,37,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,38,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
364,38,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
365,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
368,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
369,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
371,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,40,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
374,40,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,40,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,40,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
